Transaction ID,Car ID,Customer ID,Rental Start Date,Rental End Date,Rental Duration (hours),Car Type,Rental Price ($),Payment Method
5412,56,4226,2023-02-05 03:21:38,2023-02-10 01:10:29,21,Truck,525,Mobile Payment
5413,1000,3278,2023-08-06 11:46:33,2023-08-07 18:29:06,6,Truck,150,Cash
5414,584,2161,2023-01-01 02:56:27,2023-01-02 20:08:44,17,Truck,425,Mobile Payment
5415,715,4350,2023-01-18 18:58:50,2023-01-21 14:34:15,19,SUV,380,Debit Card
5416,670,136,2023-08-17 18:50:25,2023-08-22 04:08:29,9,Sedan,135,Cash
5417,634,1187,2023-01-19 18:17:34,2023-01-26 17:31:43,23,Sedan,345,Cash
5418,202,3823,2023-11-18 23:38:37,2023-11-25 13:01:55,13,Convertible,390,Cash
5419,57,3578,2023-10-20 12:00:53,2023-10-25 21:34:43,9,Convertible,270,Credit Card
5420,954,1309,2023-01-05 18:05:43,2023-01-07 07:00:46,12,Convertible,360,Mobile Payment
5421,470,4019,2023-03-02 19:00:18,2023-03-08 08:17:40,13,Truck,325,Cash
5422,830,3500,2023-07-09 08:20:39,2023-07-15 07:48:16,23,Sedan,345,Credit Card
5423,822,4266,2023-04-06 01:55:01,2023-04-12 08:34:40,6,SUV,120,Mobile Payment
5424,160,4999,2023-06-09 16:07:31,2023-06-15 05:01:14,12,Truck,300,Debit Card
5425,909,286,2023-10-21 16:29:51,2023-10-28 00:01:00,7,Truck,175,Credit Card
5426,361,2772,2023-07-29 16:38:51,2023-08-01 07:48:30,15,Sedan,225,Mobile Payment
5427,500,2778,2023-09-04 01:38:06,2023-09-05 23:37:02,21,Convertible,630,Credit Card
5428,694,14,2023-11-02 19:42:00,2023-11-04 19:44:55,0,Truck,0,Debit Card
5429,519,1630,2023-01-09 07:21:04,2023-01-12 00:39:59,17,Truck,425,Cash
5430,476,1263,2023-09-18 00:27:18,2023-09-21 05:52:11,5,Truck,125,Credit Card
5431,598,3441,2023-09-16 08:56:41,2023-09-18 14:43:29,5,Truck,125,Mobile Payment
5432,463,3273,2023-01-30 13:01:27,2023-02-03 19:18:56,6,SUV,120,Cash
5433,17,2240,2023-11-02 03:16:52,2023-11-04 07:57:29,4,Sedan,60,Cash
5434,292,3593,2023-11-26 21:13:26,2023-11-27 14:31:34,17,SUV,340,Credit Card
5435,661,1321,2023-11-05 14:40:52,2023-11-08 13:47:11,23,Sedan,345,Debit Card
5436,413,3356,2023-03-28 03:48:12,2023-04-03 15:52:20,12,SUV,240,Credit Card
5437,808,209,2023-04-26 17:25:42,2023-04-27 09:34:40,16,Sedan,240,Debit Card
5438,281,826,2023-12-08 07:15:17,2023-12-12 01:08:47,17,Sedan,255,Mobile Payment
5439,286,3009,2023-05-13 00:14:17,2023-05-13 12:25:26,12,Sedan,180,Cash
5440,730,2458,2023-12-05 15:02:48,2023-12-12 10:34:33,19,Sedan,285,Mobile Payment
5441,622,4504,2023-01-17 15:32:04,2023-01-22 08:07:16,16,Truck,400,Mobile Payment
5442,124,917,2023-09-18 02:44:47,2023-09-21 19:09:04,16,Sedan,240,Credit Card
5443,279,546,2023-12-09 14:36:44,2023-12-12 19:35:52,4,SUV,80,Cash
5444,563,374,2023-11-02 02:59:55,2023-11-08 05:12:09,2,Truck,50,Mobile Payment
5445,527,400,2023-12-20 18:33:43,2023-12-25 11:50:05,17,SUV,340,Cash
5446,53,4197,2023-08-15 18:40:45,2023-08-21 14:20:33,19,Convertible,570,Credit Card
5447,454,717,2023-05-05 12:18:13,2023-05-05 19:59:47,7,Convertible,210,Cash
5448,388,1809,2023-04-29 01:16:36,2023-04-30 10:53:04,9,SUV,180,Mobile Payment
5449,237,3264,2023-08-09 16:33:02,2023-08-11 09:28:29,16,Truck,400,Cash
5450,306,4721,2023-06-13 17:36:01,2023-06-16 12:51:16,19,Convertible,570,Credit Card
5451,696,4511,2023-04-11 02:30:23,2023-04-14 01:02:48,22,Truck,550,Mobile Payment
5452,84,4126,2023-06-01 22:25:09,2023-06-06 06:46:26,8,Sedan,120,Mobile Payment
5453,685,2651,2023-10-15 10:57:31,2023-10-21 07:40:18,20,Truck,500,Credit Card
5454,343,822,2023-05-26 09:26:47,2023-06-01 12:51:12,3,Convertible,90,Cash
5455,853,3761,2023-04-03 13:14:06,2023-04-07 09:15:01,20,Truck,500,Credit Card
5456,478,3605,2023-12-25 19:42:16,2023-12-30 22:18:00,2,Truck,50,Mobile Payment
5457,246,43,2023-08-05 23:37:26,2023-08-06 03:14:02,3,Convertible,90,Debit Card
5458,422,2459,2023-10-04 18:51:22,2023-10-05 03:21:41,8,SUV,160,Debit Card
5459,770,2415,2023-11-08 11:14:21,2023-11-11 09:30:06,22,SUV,440,Credit Card
5460,56,4156,2023-10-01 12:13:42,2023-10-06 20:06:48,7,Truck,175,Mobile Payment
5461,418,4767,2023-02-24 02:22:30,2023-02-24 15:33:37,13,Convertible,390,Cash
5462,763,4381,2023-12-29 12:45:26,2024-01-04 17:40:01,4,Truck,100,Cash
5463,989,3382,2023-02-07 00:12:28,2023-02-10 00:20:17,0,Sedan,0,Credit Card
5464,285,2283,2023-05-05 13:41:54,2023-05-11 13:16:26,23,Sedan,345,Debit Card
5465,130,711,2023-03-14 01:35:39,2023-03-16 04:38:27,3,Convertible,90,Credit Card
5466,22,3971,2023-01-09 05:30:10,2023-01-14 05:19:07,23,Convertible,690,Cash
5467,770,3749,2023-08-09 19:56:20,2023-08-11 22:53:31,2,Truck,50,Mobile Payment
5468,639,2865,2023-06-18 15:19:21,2023-06-20 18:33:02,3,SUV,60,Debit Card
5469,113,2853,2023-07-18 15:32:35,2023-07-20 19:04:58,3,Truck,75,Debit Card
5470,620,1803,2023-06-21 04:30:08,2023-06-23 00:50:41,20,Truck,500,Credit Card
5471,340,4465,2023-11-23 04:24:49,2023-11-23 18:22:51,13,Sedan,195,Credit Card
5472,27,2423,2023-10-24 14:00:34,2023-10-24 15:29:05,1,Convertible,30,Mobile Payment
5473,684,4633,2023-01-30 18:51:12,2023-02-06 15:13:52,20,Convertible,600,Mobile Payment
5474,106,3392,2023-09-27 09:55:40,2023-10-04 02:05:51,16,SUV,320,Credit Card
5475,48,3069,2023-02-19 15:10:37,2023-02-22 14:25:15,23,Truck,575,Debit Card
5476,889,18,2023-11-19 22:10:08,2023-11-20 10:10:22,12,Truck,300,Cash
5477,773,2802,2023-05-24 07:20:06,2023-05-29 09:51:57,2,SUV,40,Cash
5478,754,2448,2023-08-31 10:33:44,2023-09-05 13:28:52,2,SUV,40,Debit Card
5479,85,2731,2023-08-08 22:58:41,2023-08-09 12:37:46,13,Convertible,390,Debit Card
5480,833,1081,2023-01-22 03:11:10,2023-01-24 13:16:23,10,Sedan,150,Debit Card
5481,448,2403,2023-10-01 06:01:55,2023-10-06 03:04:28,21,Convertible,630,Debit Card
5482,928,1986,2023-05-29 02:58:09,2023-05-30 07:32:32,4,SUV,80,Debit Card
5483,6,3703,2023-01-07 18:38:05,2023-01-08 00:47:38,6,SUV,120,Mobile Payment
5484,474,416,2023-03-25 14:37:20,2023-03-31 10:21:12,19,SUV,380,Cash
5485,693,3916,2023-04-17 15:13:53,2023-04-23 04:42:31,13,Truck,325,Credit Card
5486,638,3620,2023-09-20 16:08:37,2023-09-24 03:27:27,11,Truck,275,Mobile Payment
5487,408,2896,2023-02-23 19:30:06,2023-03-02 15:26:18,19,Truck,475,Cash
5488,310,1204,2023-01-08 17:53:24,2023-01-12 09:06:55,15,SUV,300,Credit Card
5489,584,3547,2023-08-12 12:51:42,2023-08-17 16:32:13,3,Convertible,90,Credit Card
5490,724,4598,2023-11-21 21:56:24,2023-11-23 07:20:32,9,Convertible,270,Cash
5491,961,87,2023-08-26 10:18:47,2023-08-28 19:36:26,9,Sedan,135,Cash
5492,968,4616,2023-10-17 13:48:14,2023-10-21 17:57:29,4,Convertible,120,Credit Card
5493,334,213,2023-11-02 18:38:00,2023-11-03 06:22:40,11,Sedan,165,Debit Card
5494,626,3445,2023-05-26 04:18:09,2023-05-31 01:41:13,21,Sedan,315,Debit Card
5495,463,1705,2023-01-23 20:14:49,2023-01-28 22:12:41,1,Truck,25,Cash
5496,59,1755,2023-12-29 15:16:11,2024-01-02 13:09:04,21,SUV,420,Cash
5497,128,184,2023-12-06 09:48:45,2023-12-07 02:21:25,16,SUV,320,Mobile Payment
5498,502,831,2023-04-26 23:53:32,2023-04-29 14:58:29,15,SUV,300,Debit Card
5499,658,2269,2023-08-07 19:21:40,2023-08-13 23:42:39,4,Sedan,60,Mobile Payment
5500,979,676,2023-01-08 20:03:25,2023-01-12 09:42:11,13,SUV,260,Debit Card
5501,534,1652,2023-04-26 04:20:59,2023-04-26 16:35:55,12,SUV,240,Debit Card
5502,153,2653,2023-10-13 15:59:16,2023-10-19 03:38:08,11,SUV,220,Credit Card
5503,619,3359,2023-09-24 04:15:44,2023-09-25 10:27:05,6,Sedan,90,Credit Card
5504,797,4545,2023-01-10 01:02:11,2023-01-14 22:26:05,21,Convertible,630,Credit Card
5505,138,2734,2023-04-03 18:29:50,2023-04-08 15:15:08,20,Convertible,600,Credit Card
5506,138,17,2023-11-09 11:11:47,2023-11-15 21:00:35,9,Convertible,270,Debit Card
5507,109,2467,2023-08-12 07:36:22,2023-08-16 07:15:12,23,Sedan,345,Debit Card
5508,292,2389,2023-12-24 18:55:16,2023-12-29 07:10:19,12,Sedan,180,Cash
5509,824,286,2023-03-04 03:41:02,2023-03-04 11:46:53,8,Truck,200,Credit Card
5510,53,3212,2023-01-16 17:28:16,2023-01-22 03:22:19,9,SUV,180,Cash
5511,3,1661,2023-09-24 19:39:22,2023-09-27 23:04:56,3,Truck,75,Cash
5512,946,251,2023-01-04 00:34:33,2023-01-09 00:37:32,0,Truck,0,Cash
5513,571,4227,2023-02-24 06:32:32,2023-02-28 05:01:32,22,Sedan,330,Credit Card
5514,362,542,2023-08-13 09:36:02,2023-08-15 14:47:20,5,Convertible,150,Cash
5515,577,457,2023-04-24 10:10:25,2023-04-27 04:34:50,18,Truck,450,Debit Card
5516,450,736,2023-11-23 22:56:52,2023-11-26 05:18:42,6,Sedan,90,Credit Card
5517,165,347,2023-03-10 21:42:35,2023-03-15 10:45:16,13,SUV,260,Mobile Payment
5518,32,818,2023-12-25 17:48:11,2023-12-31 17:28:37,23,SUV,460,Credit Card
5519,494,584,2023-05-25 23:47:48,2023-05-27 13:32:14,13,SUV,260,Debit Card
5520,783,4731,2023-05-24 05:26:40,2023-05-27 10:12:03,4,Convertible,120,Debit Card
5521,832,49,2023-03-07 16:34:11,2023-03-09 13:22:25,20,Truck,500,Credit Card
5522,920,3258,2023-03-30 21:09:17,2023-04-02 07:11:17,10,Sedan,150,Debit Card
5523,855,2658,2023-08-26 07:39:05,2023-08-26 09:42:08,2,Truck,50,Cash
5524,398,3658,2023-06-11 14:37:59,2023-06-15 23:42:17,9,Sedan,135,Credit Card
5525,732,3416,2023-07-07 21:21:44,2023-07-08 01:41:02,4,Convertible,120,Debit Card
5526,982,3681,2023-06-22 00:46:00,2023-06-23 20:47:23,20,SUV,400,Debit Card
5527,669,4719,2023-10-14 16:06:48,2023-10-18 10:31:33,18,Truck,450,Credit Card
5528,599,4346,2023-11-10 20:27:05,2023-11-17 17:11:33,20,Convertible,600,Cash
5529,703,1456,2023-08-21 05:26:38,2023-08-21 06:04:44,0,SUV,0,Credit Card
5530,42,359,2023-08-27 20:27:54,2023-08-30 13:41:06,17,Convertible,510,Credit Card
5531,908,4601,2023-10-20 19:13:37,2023-10-22 06:28:11,11,Truck,275,Debit Card
5532,673,2164,2023-05-23 00:18:35,2023-05-24 23:12:50,22,Sedan,330,Mobile Payment
5533,428,243,2023-01-17 07:16:18,2023-01-17 22:46:04,15,SUV,300,Mobile Payment
5534,349,2040,2023-03-23 06:35:32,2023-03-27 22:57:36,16,SUV,320,Mobile Payment
5535,904,1280,2023-02-06 04:59:01,2023-02-11 03:38:47,22,Truck,550,Debit Card
5536,101,749,2023-03-11 01:33:16,2023-03-12 00:33:14,22,Truck,550,Mobile Payment
5537,31,215,2023-06-18 04:17:42,2023-06-23 01:30:03,21,Sedan,315,Mobile Payment
5538,278,1671,2023-12-02 07:06:57,2023-12-04 18:03:00,10,Convertible,300,Debit Card
5539,303,107,2023-02-20 21:38:15,2023-02-21 16:16:15,18,Truck,450,Cash
5540,651,356,2023-11-05 14:24:39,2023-11-12 07:37:15,17,Sedan,255,Cash
5541,251,2495,2023-02-02 21:56:15,2023-02-07 09:52:32,11,Sedan,165,Mobile Payment
5542,793,3026,2023-06-14 15:51:43,2023-06-19 22:19:46,6,Sedan,90,Debit Card
5543,344,4417,2023-11-28 04:30:07,2023-11-29 12:07:47,7,Convertible,210,Mobile Payment
5544,400,2441,2023-04-07 11:52:36,2023-04-11 09:31:00,21,Convertible,630,Credit Card
5545,123,1078,2023-08-19 13:21:21,2023-08-21 23:45:33,10,SUV,200,Mobile Payment
5546,238,608,2023-11-29 04:30:53,2023-12-03 22:41:39,18,SUV,360,Debit Card
5547,993,332,2023-01-15 16:34:48,2023-01-22 07:38:55,15,Truck,375,Mobile Payment
5548,809,183,2023-03-21 23:57:14,2023-03-28 08:56:37,8,Truck,200,Cash
5549,258,3150,2023-02-20 00:37:32,2023-02-26 11:46:54,11,SUV,220,Credit Card
5550,412,4537,2023-05-12 21:53:43,2023-05-15 21:16:11,23,Convertible,690,Debit Card
5551,479,2830,2023-03-24 20:29:52,2023-03-26 23:11:55,2,SUV,40,Credit Card
5552,888,1357,2023-03-08 23:39:14,2023-03-10 23:59:38,0,Sedan,0,Credit Card
5553,679,2098,2023-06-08 21:24:38,2023-06-12 07:13:01,9,Truck,225,Cash
5554,202,4413,2023-12-20 09:35:49,2023-12-25 01:23:10,15,SUV,300,Credit Card
5555,408,2298,2023-12-25 20:47:50,2023-12-31 09:57:25,13,Convertible,390,Mobile Payment
5556,837,4275,2023-05-21 12:52:47,2023-05-26 19:37:32,6,Truck,150,Mobile Payment
5557,889,2137,2023-10-05 08:59:15,2023-10-10 20:25:18,11,Sedan,165,Cash
5558,903,3589,2023-09-30 01:55:46,2023-10-02 05:37:20,3,Sedan,45,Mobile Payment
5559,532,3468,2023-10-19 03:11:39,2023-10-24 10:29:37,7,SUV,140,Mobile Payment
5560,948,3322,2023-08-31 17:14:07,2023-09-06 10:23:58,17,Convertible,510,Cash
5561,138,718,2023-03-06 08:12:06,2023-03-10 00:32:25,16,Truck,400,Cash
5562,298,3332,2023-05-11 19:38:20,2023-05-14 14:31:53,18,Sedan,270,Debit Card
5563,625,1122,2023-11-21 22:03:43,2023-11-24 04:08:19,6,SUV,120,Cash
5564,325,444,2023-10-23 07:12:08,2023-10-27 02:08:58,18,Truck,450,Cash
5565,109,1771,2023-12-03 00:08:20,2023-12-03 11:41:20,11,Truck,275,Credit Card
5566,134,526,2023-10-06 03:20:11,2023-10-10 22:04:39,18,Convertible,540,Cash
5567,16,3276,2023-01-12 12:21:10,2023-01-19 06:09:15,17,Truck,425,Credit Card
5568,67,2902,2023-01-08 22:09:06,2023-01-13 02:31:17,4,Truck,100,Debit Card
5569,820,4580,2023-10-07 19:55:02,2023-10-13 00:23:50,4,Convertible,120,Debit Card
5570,682,102,2023-06-04 01:48:56,2023-06-05 09:18:19,7,SUV,140,Credit Card
5571,9,2711,2023-11-03 18:04:32,2023-11-07 12:30:23,18,Convertible,540,Mobile Payment
5572,38,172,2023-11-01 16:49:30,2023-11-02 09:10:14,16,Convertible,480,Debit Card
5573,238,3132,2023-04-19 16:14:21,2023-04-24 22:47:09,6,SUV,120,Cash
5574,20,4015,2023-07-18 17:07:21,2023-07-25 01:21:39,8,Convertible,240,Credit Card
5575,591,140,2023-02-17 09:30:29,2023-02-21 02:16:15,16,Truck,400,Mobile Payment
5576,437,4064,2023-05-06 11:10:59,2023-05-07 07:23:31,20,SUV,400,Cash
5577,833,1008,2023-07-06 08:28:31,2023-07-12 04:08:11,19,Truck,475,Credit Card
5578,879,4681,2023-04-30 00:05:10,2023-05-05 23:25:31,23,SUV,460,Credit Card
5579,10,1901,2023-07-24 14:35:46,2023-07-29 18:30:48,3,Sedan,45,Cash
5580,647,4328,2023-01-31 22:49:03,2023-02-07 07:10:25,8,Sedan,120,Debit Card
5581,292,4890,2023-06-25 14:46:27,2023-07-01 20:08:04,5,Truck,125,Debit Card
5582,90,863,2023-01-25 21:50:20,2023-01-30 01:35:23,3,SUV,60,Mobile Payment
5583,739,2671,2023-02-03 06:01:57,2023-02-05 16:06:31,10,Convertible,300,Debit Card
5584,188,1946,2023-01-11 06:55:47,2023-01-11 17:34:51,10,Convertible,300,Mobile Payment
5585,834,2089,2023-12-18 05:18:04,2023-12-24 17:02:23,11,SUV,220,Debit Card
5586,699,1553,2023-02-20 03:49:50,2023-02-24 04:15:23,0,Truck,0,Debit Card
5587,148,1598,2023-01-20 20:01:31,2023-01-25 07:16:04,11,Sedan,165,Mobile Payment
5588,535,3614,2023-05-29 14:58:10,2023-06-04 23:32:31,8,Truck,200,Cash
5589,858,3717,2023-01-26 16:23:49,2023-01-31 22:48:53,6,SUV,120,Cash
5590,972,4152,2023-12-23 13:21:51,2023-12-30 06:09:01,16,SUV,320,Cash
5591,328,4888,2023-07-07 06:22:52,2023-07-12 06:43:23,0,Convertible,0,Debit Card
5592,532,4590,2023-08-22 01:41:35,2023-08-22 07:55:09,6,Truck,150,Credit Card
5593,362,3815,2023-07-18 00:07:55,2023-07-19 19:39:59,19,SUV,380,Credit Card
5594,129,2627,2023-02-27 12:45:59,2023-03-05 04:35:48,15,Sedan,225,Debit Card
5595,570,1729,2023-06-05 12:07:16,2023-06-07 19:24:41,7,Sedan,105,Cash
5596,2,2971,2023-05-07 17:56:41,2023-05-10 12:12:33,18,Convertible,540,Mobile Payment
5597,958,2854,2023-09-09 14:34:41,2023-09-11 03:34:20,12,Sedan,180,Credit Card
5598,579,2440,2023-04-09 02:48:50,2023-04-10 22:50:22,20,Truck,500,Cash
5599,487,1702,2023-04-28 20:42:15,2023-04-30 16:04:07,19,Convertible,570,Credit Card
5600,519,1104,2023-05-08 11:33:18,2023-05-14 21:29:05,9,Truck,225,Debit Card
5601,779,2990,2023-07-30 00:48:37,2023-08-01 04:25:43,3,SUV,60,Credit Card
5602,389,655,2023-12-01 23:57:47,2023-12-07 19:41:10,19,Truck,475,Cash
5603,160,1520,2023-05-08 14:25:05,2023-05-13 03:58:24,13,Convertible,390,Debit Card
5604,275,2639,2023-11-28 08:39:28,2023-11-29 06:39:16,21,Convertible,630,Credit Card
5605,871,4623,2023-10-30 00:22:22,2023-11-03 22:17:51,21,Convertible,630,Debit Card
5606,8,1048,2023-04-30 07:28:00,2023-05-05 01:37:21,18,Convertible,540,Cash
5607,492,1417,2023-08-03 23:37:11,2023-08-09 17:04:23,17,Truck,425,Debit Card
5608,24,4922,2023-06-06 08:26:57,2023-06-09 12:35:16,4,Convertible,120,Credit Card
5609,460,3000,2023-10-23 08:52:06,2023-10-29 22:52:57,14,Truck,350,Mobile Payment
5610,565,3330,2023-09-12 07:11:03,2023-09-18 03:44:37,20,Truck,500,Cash
5611,974,1038,2023-10-20 00:09:21,2023-10-25 20:56:36,20,Sedan,300,Credit Card
5612,991,1046,2023-03-06 00:18:46,2023-03-12 23:43:44,23,SUV,460,Mobile Payment
5613,881,1992,2023-07-04 02:48:50,2023-07-06 10:09:15,7,Truck,175,Mobile Payment
5614,118,3584,2023-05-31 11:37:25,2023-06-01 15:03:20,3,SUV,60,Credit Card
5615,602,489,2023-08-24 20:03:40,2023-08-27 22:29:46,2,Truck,50,Credit Card
5616,379,762,2023-08-10 21:51:25,2023-08-11 12:54:29,15,Truck,375,Debit Card
5617,634,3365,2023-05-02 13:48:44,2023-05-07 09:22:08,19,Truck,475,Debit Card
5618,42,1262,2023-11-13 22:45:40,2023-11-20 19:18:50,20,Truck,500,Debit Card
5619,377,4801,2023-04-22 06:49:41,2023-04-25 17:28:58,10,Truck,250,Mobile Payment
5620,936,3225,2023-07-23 10:10:28,2023-07-24 13:18:20,3,Convertible,90,Debit Card
5621,891,4343,2023-05-04 01:15:55,2023-05-10 17:37:15,16,Truck,400,Debit Card
5622,859,710,2023-08-20 00:55:12,2023-08-26 08:47:06,7,Sedan,105,Mobile Payment
5623,37,4559,2023-06-06 17:56:32,2023-06-12 02:08:24,8,Truck,200,Credit Card
5624,297,355,2023-09-11 22:36:56,2023-09-14 03:50:50,5,Convertible,150,Credit Card
5625,856,2226,2023-08-04 22:46:59,2023-08-07 11:12:26,12,SUV,240,Credit Card
5626,286,2710,2023-09-29 18:39:16,2023-09-30 09:14:51,14,Truck,350,Debit Card
5627,244,2143,2023-11-08 13:26:31,2023-11-08 22:28:22,9,Convertible,270,Credit Card
5628,675,4958,2023-06-14 10:06:21,2023-06-20 12:15:31,2,Truck,50,Debit Card
5629,123,3076,2023-09-27 17:09:58,2023-10-03 04:18:57,11,Convertible,330,Mobile Payment
5630,247,569,2023-01-27 16:28:23,2023-02-01 06:13:17,13,Truck,325,Credit Card
5631,49,4995,2023-08-17 16:52:56,2023-08-23 21:11:16,4,SUV,80,Debit Card
5632,439,4495,2023-09-07 04:54:22,2023-09-10 10:17:15,5,Truck,125,Mobile Payment
5633,653,4726,2023-06-29 14:51:09,2023-06-30 06:48:15,15,SUV,300,Mobile Payment
5634,606,1094,2023-09-10 13:13:27,2023-09-11 18:39:44,5,Truck,125,Credit Card
5635,827,783,2023-06-01 19:05:40,2023-06-04 15:05:10,19,Convertible,570,Credit Card
5636,37,4280,2023-08-08 12:18:54,2023-08-11 04:12:06,15,Truck,375,Credit Card
5637,677,2685,2023-07-07 22:59:19,2023-07-11 09:19:42,10,Convertible,300,Cash
5638,614,3623,2023-03-29 10:36:12,2023-04-03 11:53:50,1,SUV,20,Debit Card
5639,206,4868,2023-03-04 10:00:05,2023-03-04 20:51:16,10,Sedan,150,Credit Card
5640,515,2705,2023-08-29 21:07:35,2023-09-04 20:24:45,23,Sedan,345,Mobile Payment
5641,146,1041,2023-11-15 02:16:36,2023-11-17 06:47:42,4,Sedan,60,Credit Card
5642,78,2466,2023-08-07 22:10:00,2023-08-08 18:35:59,20,Convertible,600,Credit Card
5643,62,4806,2023-06-29 11:11:33,2023-07-05 06:27:05,19,Sedan,285,Mobile Payment
5644,512,3772,2023-04-04 18:49:54,2023-04-07 17:04:19,22,Convertible,660,Cash
5645,884,1325,2023-01-22 11:37:43,2023-01-27 21:24:51,9,Sedan,135,Cash
5646,405,3496,2023-11-19 23:50:29,2023-11-26 00:28:38,0,Truck,0,Mobile Payment
5647,533,2314,2023-01-08 02:07:25,2023-01-14 01:05:28,22,Truck,550,Credit Card
5648,84,3730,2023-02-21 20:13:48,2023-02-26 00:48:27,4,Truck,100,Mobile Payment
5649,245,3951,2023-03-12 05:02:59,2023-03-17 07:59:03,2,Sedan,30,Credit Card
5650,969,1628,2023-03-18 20:47:46,2023-03-19 14:10:09,17,SUV,340,Debit Card
5651,163,686,2023-11-23 23:31:17,2023-11-29 13:28:47,13,Convertible,390,Credit Card
5652,298,4226,2023-12-20 10:42:31,2023-12-26 12:58:55,2,Sedan,30,Cash
5653,883,924,2023-01-18 15:47:41,2023-01-21 15:45:53,23,Truck,575,Cash
5654,61,1075,2023-05-10 01:23:35,2023-05-13 11:10:40,9,Convertible,270,Debit Card
5655,329,3445,2023-06-03 12:39:34,2023-06-07 20:19:19,7,Convertible,210,Mobile Payment
5656,693,3213,2023-08-23 07:24:04,2023-08-26 19:41:16,12,Convertible,360,Cash
5657,806,2956,2023-08-10 19:59:54,2023-08-14 13:15:16,17,Sedan,255,Cash
5658,994,963,2023-08-22 20:06:29,2023-08-25 05:13:54,9,Convertible,270,Credit Card
5659,318,4614,2023-05-13 10:08:35,2023-05-16 02:49:18,16,SUV,320,Mobile Payment
5660,98,2952,2023-11-15 18:28:24,2023-11-22 03:49:30,9,Sedan,135,Mobile Payment
5661,759,2705,2023-04-05 04:20:03,2023-04-08 18:20:34,14,Truck,350,Mobile Payment
5662,931,3366,2023-01-11 05:01:31,2023-01-15 15:45:09,10,SUV,200,Cash
5663,40,3796,2023-10-04 18:17:09,2023-10-08 18:38:12,0,Truck,0,Cash
5664,103,1729,2023-06-09 21:57:18,2023-06-14 09:10:16,11,Truck,275,Cash
5665,125,3671,2023-10-12 16:02:21,2023-10-15 20:42:15,4,Sedan,60,Cash
5666,108,1782,2023-10-23 16:04:52,2023-10-26 17:02:22,0,Convertible,0,Credit Card
5667,704,3850,2023-10-20 19:39:29,2023-10-24 17:10:31,21,Convertible,630,Credit Card
5668,247,2881,2023-05-07 09:30:52,2023-05-13 08:34:03,23,Truck,575,Credit Card
5669,207,1859,2023-05-17 18:30:08,2023-05-22 21:38:25,3,Truck,75,Debit Card
5670,940,1762,2023-05-24 05:21:21,2023-05-29 22:09:26,16,Sedan,240,Debit Card
5671,363,1970,2023-12-01 12:25:52,2023-12-06 13:13:16,0,Convertible,0,Debit Card
5672,807,2655,2023-07-17 12:16:45,2023-07-20 09:40:48,21,Truck,525,Cash
5673,174,3115,2023-11-04 20:18:53,2023-11-08 14:22:42,18,Sedan,270,Cash
5674,464,2037,2023-05-06 20:26:36,2023-05-08 11:05:09,14,Sedan,210,Debit Card
5675,815,1257,2023-10-12 05:57:32,2023-10-15 13:14:17,7,Sedan,105,Mobile Payment
5676,905,1482,2023-02-26 21:49:28,2023-02-27 04:46:15,6,Convertible,180,Debit Card
5677,39,2082,2023-05-18 20:45:42,2023-05-23 09:57:48,13,Convertible,390,Credit Card
5678,857,4079,2023-01-18 03:24:13,2023-01-18 22:03:20,18,SUV,360,Mobile Payment
5679,280,965,2023-01-15 02:21:12,2023-01-16 03:11:03,0,Convertible,0,Mobile Payment
5680,150,2599,2023-02-19 02:07:50,2023-02-22 08:55:42,6,SUV,120,Credit Card
5681,549,1840,2023-05-08 10:34:39,2023-05-13 14:54:18,4,Truck,100,Cash
5682,677,2246,2023-10-11 06:32:27,2023-10-17 09:31:20,2,Sedan,30,Mobile Payment
5683,466,85,2023-07-08 10:12:47,2023-07-14 21:25:25,11,Sedan,165,Cash
5684,14,2588,2023-01-19 11:34:35,2023-01-20 07:56:22,20,Sedan,300,Credit Card
5685,223,1825,2023-09-17 12:09:55,2023-09-23 16:37:29,4,Convertible,120,Cash
5686,482,3247,2023-01-20 03:24:01,2023-01-24 04:01:05,0,Convertible,0,Credit Card
5687,692,2518,2023-09-30 03:39:43,2023-09-30 21:34:05,17,Truck,425,Mobile Payment
5688,333,3057,2023-12-09 11:43:51,2023-12-09 23:01:17,11,Sedan,165,Cash
5689,706,2447,2023-12-24 23:12:11,2023-12-27 14:39:43,15,Truck,375,Credit Card
5690,104,3940,2023-12-26 15:24:46,2023-12-31 06:53:45,15,Truck,375,Mobile Payment
5691,947,4962,2023-05-17 10:13:50,2023-05-18 16:29:22,6,Convertible,180,Debit Card
5692,100,4418,2023-08-09 21:44:01,2023-08-16 13:18:41,15,Truck,375,Debit Card
5693,11,4546,2023-12-28 05:19:00,2023-12-30 02:21:17,21,Convertible,630,Cash
5694,855,548,2023-08-19 02:37:32,2023-08-19 20:29:49,17,Sedan,255,Mobile Payment
5695,311,2586,2023-07-29 02:32:49,2023-07-30 21:02:47,18,Truck,450,Credit Card
5696,717,4710,2023-01-19 14:58:15,2023-01-20 06:08:58,15,Convertible,450,Cash
5697,564,4109,2023-02-07 07:21:58,2023-02-07 21:25:11,14,Sedan,210,Cash
5698,526,1597,2023-10-28 10:51:34,2023-10-31 00:57:27,14,Truck,350,Cash
5699,928,2723,2023-10-16 09:02:58,2023-10-19 02:31:53,17,SUV,340,Debit Card
5700,24,1752,2023-08-24 11:41:08,2023-08-30 01:17:53,13,Convertible,390,Mobile Payment
